Topic,num_languages,num_views,links_from,links_to,ext_links,num_edits,num_editors,characters,words,sections,redirects_count
Prodavinci,1,13181,16,26,7,14,11,1758,272,6,0
Pink,110,2947524,616,1667,83,6168,3109,19472,3247,43,13
Georges Fontès,4,4928,19,4,10,8,8,409,73,4,0
"Mont Vernon, New Hampshire",21,71329,155,218,25,294,140,8184,1431,12,6
Artio,21,245700,146,169,3,125,79,1836,305,6,3
Sehwan Sharif Tehsil,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brett Kissela,0,392,30,2,27,8,8,2929,449,6,0
Nina Shipperlee,0,3595,12,11,7,13,7,516,89,3,0
Splendid Days,11,14054,22,14,5,20,10,2073,349,7,0
Why Her,8,892605,54,44,102,297,59,2518,439,26,3
¡Tré!,19,798399,204,216,63,1173,467,7000,1193,13,26
Prodavinci,1,13181,16,26,7,14,11,1758,272,6,0
1996–97 Utah Jazz season,2,206194,206,135,82,307,90,3859,673,22,3
Broadcasting House,21,1057579,611,8961,78,907,439,13908,2359,17,7
Marilu Henner,18,4653737,151,288,37,860,508,6665,1104,10,3
GOLFO,2,57717,198,231,6,38,17,754,117,6,0
Chikashi Masuda,49,24988,55,59,10,131,70,421,76,7,0
Armin T. Wegner,22,119601,117,57,49,269,115,7488,1236,11,1
Unisport FC de Bafang,9,21969,72,34,4,75,56,382,63,5,2
John Gowing,0,11471,31,9,5,33,21,2002,329,4,1
Census county division,3,105851,88,304,20,73,38,1627,262,4,2
2016 Republican National Convention,9,2601261,1335,1673,247,1643,532,44379,6970,46,11
Mark Urman,1,8483,7,8,4,14,10,114,19,2,1
Claymore (G.I. Joe),0,35191,212,193,14,70,29,3200,546,8,0
Bovernier,26,11078,84,32,38,47,33,6510,1115,12,3
Jōkoku-ji (Kaminokuni),3,9976,104,4,5,20,17,290,43,3,1
"Thayer, Kansas",28,30026,93,47,28,115,62,3754,668,11,2
"Eagle Harbor, Maryland",23,38985,202,149,30,128,69,5010,850,13,1
Jacqueline Obradors,19,1612560,69,89,13,256,168,1553,258,8,0
Shimron Hetmyer,9,623582,138,234,39,444,128,3674,652,6,2
Courier (Israeli newspaper),1,19352,54,46,1,35,24,183,32,4,1
Stretford,25,468021,390,803,131,2044,393,36392,6022,32,4
Mihailo Petrović,39,71916,5,43,0,1,1,5485,875,9,0
"New Meadows, Idaho",33,67963,103,57,32,208,104,6869,1187,14,7
Rosa Chemical,4,53000,26,8,15,16,13,2130,353,9,0
Ramón Mestre,4,11217,43,30,7,95,45,2991,491,6,1
Lake Monoun,17,208218,48,50,18,148,96,5228,870,6,3
Humpy fly,0,1910,93,103,1,27,2,1116,194,6,0
Christian Schnell,0,3288,14,7,3,6,6,342,62,6,0
Picometre,62,867143,61,523,3,337,236,1409,231,3,5
Albert Broomham,0,9726,22,16,3,47,20,1649,263,4,0
Max Wertheimer,34,381733,174,324,48,308,205,8949,1406,11,1
John Krafcik,1,142304,828,21,21,62,32,3557,559,6,1
Belsize Park tube station,19,84508,120,243,21,197,120,1512,261,7,3
Themistocles,64,1975768,878,688,147,1168,643,41132,6587,27,2
Luchsingen,21,13184,77,52,27,92,41,3427,565,8,3
Coxiella,10,10802,7,10,0,4,3,32,5,1,2
Campfire (film),5,32224,119,115,8,71,40,979,161,5,3
Church of Saint Simeon Stylites,18,158323,264,181,21,214,122,8256,1394,16,5
Verdun-en-Lauragais,37,8295,473,444,13,54,31,75,12,4,0
Krishnadevaraya,25,3371031,160,465,53,2788,1296,15132,2377,17,21
Juan Camilo Restrepo Salazar,3,21476,91,19,23,43,28,628,101,3,0
2010 US Open – Wheelchair Women's Doubles,3,5028,10,10,0,2,2,297,49,6,0
Mário da Graça Machungo,15,32175,27,31,10,54,41,468,80,2,5
Laryngeal inlet,3,104046,58,52,7,23,16,141,22,6,7
1996 Critérium du Dauphiné Libéré,2,7419,128,108,20,15,3,789,129,14,0
The High End of Low,25,480992,335,201,243,2027,651,20767,3509,15,10
TurboTax,4,1012718,45,99,81,345,233,10113,1615,13,7
On the Avenue,4,57632,240,260,6,80,57,2415,427,7,0
Gretna High School,0,18998,31,28,20,88,48,449,73,5,0
Cristina (singer),10,229734,75,67,38,315,138,4276,697,10,3
Church of Saint Simeon Stylites,18,158323,264,181,21,214,122,8256,1394,16,5
Verdun-en-Lauragais,37,8295,473,444,13,54,31,75,12,4,0
Krishnadevaraya,25,3371031,160,465,53,2788,1296,15132,2377,17,21
Kelly Kapoor,2,1526576,67,151,16,619,388,7141,1196,8,3
Block House (Delaware),0,903,21,7,10,65,46,1303,219,6,0
Eupithecia consors,5,3237,25,5,7,14,11,78,16,2,1
Amber Skyrpan,0,103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kensuke Nagai,55,74409,290,203,27,297,138,1521,266,12,0
Yongzhou,37,123748,642,766,21,135,96,2556,413,14,6
Pat Ferris,0,9751,35,66,5,40,18,1486,247,5,1
Gretna High School,0,18998,31,28,20,88,48,449,73,5,0
Cristina (singer),10,229734,75,67,38,315,138,4276,697,10,3
Wavrans-sur-Ternoise,37,10361,925,904,12,60,36,263,42,6,0
Ugochukwu Oduenyi,4,5982,22,20,8,42,19,1580,278,7,0
"Clackamas, Oregon",18,194547,139,253,10,161,96,2892,498,9,3
Marie Laforêt,35,532581,180,136,40,359,187,8166,1344,20,2
Boubers-sur-Canche,40,16154,926,902,16,65,41,344,55,7,0
Moorslede,29,29213,106,166,9,75,56,429,66,5,2
Who's Next,29,4066429,335,444,78,1482,730,18702,3148,16,1
"Duroby, New South Wales",0,299,16,2,7,1,1,119,25,2,0
Krysten Ritter,38,15563617,207,310,90,1438,655,8047,1346,19,2
List of countries in the 1850s,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Solstice,90,3965511,392,2685,44,2377,1340,14771,2507,14,11
Los Angeles Kings,42,2932998,915,4771,126,4671,1533,43052,7258,32,9
John George Sears,0,6156,13,5,2,24,16,958,169,4,0
Milena Virzi,1,164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rajinder Sachar,5,84981,84,53,51,169,103,14414,2349,12,2
Lawrence Van Gelder,3,36420,22,250,10,72,43,834,139,3,1
Jules Garcin,5,12804,40,31,24,186,42,2187,353,7,0
Hectosecond,4,1852,1,2,0,1,1,5419,889,7,0
Calvin Klein (fashion designer),49,1203442,10,81,0,2,2,3238,549,9,0
Erwin Schrödinger,125,4745184,543,1490,129,2939,1614,21707,3430,21,24
Comunità montana Grand Paradis,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
If My Heart Had Wings (album),0,1960,14,7,3,7,2,1231,204,5,0
A587 road,0,13980,118,92,5,32,17,2092,334,1,2
Visibility,33,537843,146,306,9,289,175,10424,1668,14,1
"Buckingham, Illinois",22,16784,110,77,12,80,51,2261,392,4,1
Mildred Bendall,1,9748,33,6,12,55,31,2485,387,6,0
National Highway 217 (India),3,21211,694,744,5,21,16,463,82,7,1
Yashwant Sinha,19,1869277,253,244,41,694,373,6382,1042,12,0
"Gunnison, Mississippi",29,26366,105,73,10,86,56,2219,390,8,2
"Antheia, Evros",8,8855,34,26,7,35,17,626,102,6,1
Fight Club,71,11631557,361,1512,177,6502,2785,44561,7273,22,15
Terling,12,35620,53,53,12,143,99,3669,626,8,1
Ivan Miljković,21,134921,99,122,10,309,158,2966,503,16,1
"Elko, Nevada",43,1004582,342,805,47,829,438,11496,1957,19,7
"United Reformed Church, Muswell Hill",0,9184,6,5,4,33,19,248,37,3,0
Underground Vol. 1: 1991–1994,0,10211,70,62,14,97,66,341,60,2,7
Cubry,33,12114,605,581,10,50,32,132,18,4,0
Avenue H station,8,18707,142,59,53,269,95,9106,1507,14,7
"North Burial Ground (Fall River, Massachusetts)",0,8881,85,7,10,33,25,680,109,6,0
Cristeen Fernando,3,6097,15,7,12,35,23,132,24,2,0
Khinalug language,28,91807,319,139,20,161,84,1879,300,11,4
490 Veritas,39,20670,103,41,30,107,60,1818,291,5,0
Calluga costalis,4,4578,38,16,13,21,15,863,144,3,5
USS Ray,4,8281,8,6,0,10,9,175,33,1,0
WWE Raw,40,5503143,949,5007,279,20195,7324,26364,4585,22,52
Teen Darwaza,6,94477,208,34,16,57,24,3148,550,6,1
My Sister Eileen,9,70047,81,80,22,177,97,3812,630,10,0
Tukang Ojek Pengkolan,1,4724,8,12,16,90,26,1764,306,10,1
Yashwant Sinha,19,1869277,253,244,41,694,373,6382,1042,12,0
"Forest, St. Croix County, Wisconsin",11,10964,96,72,4,47,34,2004,358,4,3
Alejandro Valverde,35,915991,804,932,158,1310,487,34097,5846,29,3
Maury Povich,20,3745442,164,287,48,1367,889,8797,1464,15,7
Karolina Kosek,5,831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOS Technology 6502,32,2068102,270,564,157,1626,706,35172,5752,28,22
Storuman,26,33859,70,75,9,70,49,970,168,5,0
Leopold Kroll,0,4461,9,5,0,12,8,326,56,2,0
Przybudówka-Królewo,3,3484,67,54,3,7,7,467,64,2,1
Park Soon-ae,1,5467,17,10,1,13,7,371,60,2,0
Opchanacanough,9,239050,5,61,0,1,1,6194,968,11,0
James F. Ross,1,5707,34,11,26,93,45,3060,482,10,1
Akbar Torkan,3,24484,47,45,10,100,50,1233,199,4,0
"The Quarters, Hursley Park",0,9036,32,15,14,32,13,1456,251,6,0
Lucca Borges de Brito,9,55323,1,56,0,3,3,364,65,5,0
Putnam Transit,0,25072,154,131,3,69,27,1534,249,5,2
Annie May Jackson,0,15539,16,5,4,82,46,1425,247,3,0
Betty Zhou,1,49093,33,17,35,172,54,3277,531,14,2
Cimburk Castle,3,857,3,0,4,8,6,307,49,2,0
Tom Tauke,5,33979,251,253,14,103,61,1606,270,7,5
Lagan,20,114508,22,24,0,70,53,19,4,5,7
The Unbearable Lightness of Being,39,2486660,69,159,9,566,417,3624,596,9,11
Axle,52,1447175,249,860,15,678,427,10367,1763,10,12
"Deerfield, Illinois",29,619722,797,673,166,1317,609,17859,2826,25,2
José Ramón Machado Ventura,19,202960,93,196,14,185,111,3205,526,6,8
Telepopmusik,16,14248,12,18,0,3,3,3845,637,18,0
Pont-l'évêque cheese,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Crack cocaine,38,7398240,672,1215,69,3270,1906,12810,1989,26,26
Emeishan Traps,12,108620,76,152,31,103,65,2334,360,6,0
Neotropic,45,83802,1,150,0,2,2,8079,1137,19,0
Annie May Jackson,0,15539,16,5,4,82,46,1425,247,3,0
Betty Zhou,1,49093,33,17,35,172,54,3277,531,14,2
Cimburk Castle,3,857,3,0,4,8,6,307,49,2,0
Tom Tauke,5,33979,251,253,14,103,61,1606,270,7,5
Cammy (name),1,21033,24,5,0,23,15,97,19,6,2
John Wildberg,1,6538,18,13,14,19,14,798,135,4,1
"Prince Edward, Duke of York and Albany",19,269760,164,236,28,276,145,2403,431,14,17
Konstantinos Barbas,2,6529,19,12,3,45,27,946,167,8,0
Action game,43,1470871,382,3532,93,717,391,20183,3219,17,5
Baron Willoughby de Eresby,5,131242,134,172,5,129,79,3455,575,7,6
Neotropic,45,83802,1,150,0,2,2,8079,1137,19,0
Gil Montandon,3,10275,19,12,2,54,33,1780,303,7,0
White Army,45,778127,202,710,36,152,76,9559,1561,12,3
Kanem (prefecture),7,3378,43,4,9,35,29,193,38,3,1
Villiers-Saint-Benoît,31,8610,462,438,14,44,29,161,19,3,1
Cydias,2,9601,16,6,4,37,23,772,127,3,0
Apple A4,23,435903,700,384,47,913,384,2282,386,7,5
Luca Marchegiani,24,150259,91,98,25,153,81,4964,819,9,0
Pini (web series),0,14164,16,12,16,47,34,1108,199,9,1
Heysel Stadium disaster,37,3616154,626,923,120,2424,1350,25215,4123,22,6
Heysel Stadium disaster,37,3616154,626,923,120,2424,1350,25215,4123,22,6
Ibrahim Garba,3,34208,20,15,6,60,25,817,128,4,0
De'e,1,9452,34,12,13,47,24,714,112,3,4
Jamila Gurbanova,1,961,9,5,3,8,5,674,104,4,0
Minister for Foreign Affairs (Kenya),3,46813,122,174,5,37,27,43,7,4,5
Das Geheimnis meiner Familie,1,16125,25,15,6,28,23,400,73,5,0
1983 Stanford Cardinal baseball team,0,1591,234,32,3,7,5,415,68,5,0
Marine Corps Logistics Command,1,56903,153,70,4,49,35,527,73,6,2
Branko Elsner,11,24725,112,93,13,74,48,387,66,4,0
Yanko Kirilov,3,9127,19,18,4,26,10,918,166,6,0
Westhill Academy,0,19795,51,39,13,248,112,821,137,4,1
B. M. Sreenivasaiah,0,17439,5,4,3,20,15,267,36,2,0
Abujam,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bob Goalby,4,174388,154,273,24,300,87,3976,688,16,2
Workum,19,63624,144,199,9,73,52,491,80,6,1
SS Brown Victory,0,8522,353,210,12,36,20,3867,692,7,0
Dear Father,0,25204,9,5,0,26,20,25,5,1,2
Hue Festival,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frank Séchehaye,13,13593,229,196,7,52,38,397,63,3,4
Parintins,34,66623,115,128,21,116,90,4533,748,5,0
Baroness Gösta von dem Bussche-Haddenhausen,4,68584,50,20,10,62,45,3568,554,8,2
1st Streamy Awards,1,74207,119,40,21,120,48,2549,425,7,1
Nataša Jovanović,3,10447,53,11,24,25,12,7994,1258,6,2
David Fuller (politician),1,3754,12,8,2,39,14,427,74,3,0
Interstate 238,10,71446,1,83,0,404,175,6951,1120,15,0
Lawrence Lessig,46,2029404,550,1172,244,1442,815,24401,3861,29,10
INtime,2,27154,30,8,16,22,16,1404,219,5,0
Nydia Quintero Turbay,3,52752,54,29,8,47,31,1322,221,5,0
FLOT2,4,14695,35,11,166,53,24,637,92,3,1
1990 Furman Paladins football team,0,8311,317,275,13,18,11,532,84,3,3
Hue Festival,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frank Séchehaye,13,13593,229,196,7,52,38,397,63,3,4
Parintins,34,66623,115,128,21,116,90,4533,748,5,0
Bostrycapulus latebrus,3,3250,33,9,11,16,13,191,29,5,0
"Darwin Township, Meeker County, Minnesota",5,6774,78,47,6,50,37,2207,392,4,2
Inverted roller coaster,7,257350,188,250,26,415,215,1991,301,6,4
Lady and Gent,9,24400,29,41,3,76,31,1287,234,6,2
And TV,8,117401,69,133,4,460,220,333,61,4,5
2013–14 Aberdeen F.C. season,1,38351,418,206,98,286,78,898,150,19,1
A Flash of Light (movie),9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Falls City, Nebraska",34,134263,232,243,39,309,176,6973,1216,16,4
"Buffalo City, Arkansas",5,12192,61,35,6,18,10,359,59,4,0
Mizan Zainal Abidin of Terengganu,33,475612,209,325,16,791,402,7136,1143,18,8
List of minor planets: 166001–167000,14,10817,103,100,2003,59,19,869,147,15,61
"Ständchen, D 920 (Schubert)",1,19198,69,58,7,15,7,1498,248,6,4
Bowyn Morgan,1,4905,46,190,52,56,16,6326,1049,11,2
Washington Monument (Baltimore),6,219383,423,470,25,305,164,13467,2153,10,2
Kayode McKinnon,1,13319,27,22,22,75,46,2522,419,7,0
"Henryetta, Oklahoma",27,154580,163,209,39,213,133,7737,1274,13,5
Frédéric Auguste Lichtenberger,5,5982,29,17,15,28,21,703,109,6,1
Dyna Music,0,10407,87,50,7,97,31,1749,279,5,2
Black hole,165,22053127,785,4018,642,8077,3322,59477,9623,40,22
Harmonisation of law,4,167678,237,85,12,70,47,5748,868,7,2
Film Superlist,0,102990,18,24,11,56,26,1543,235,3,1
Norra Visby,9,2926,2,5,0,1,1,154,24,2,0
Rocca Flea,2,11758,22,12,6,40,23,930,157,5,0
Mohammad Khatami,71,1036687,415,1005,114,1910,811,27585,4333,28,27
Yingluck Shinawatra,75,1658048,289,459,100,1522,637,19254,3061,30,4
Endeavour Award,4,45469,285,368,19,66,42,989,150,6,0
Popkov,1,8359,16,3,1,16,12,204,29,3,1
"Reeth, Fremington and Healaugh",5,8370,18,13,5,26,16,530,90,4,0
Stockholm Olympic Stadium,35,175371,1064,1169,13,299,185,3334,542,8,6
Durham Colliery Mechanics' Association,0,3972,12,12,6,10,5,1818,294,4,0
Tyagun,8,1778,49,34,4,16,7,342,52,3,0
Hurricane Anna (1961),2,46966,96,66,19,154,49,6356,958,7,1
John Gould,33,348465,142,1354,83,420,231,12235,2032,15,4
Santa Maria Val Müstair,17,30325,68,95,22,71,49,4158,717,8,36
Scandinavian Mountains,66,638351,303,364,76,609,279,15028,2358,16,20
Simalkha,0,7653,31,2,15,31,17,890,137,2,0
Chinese language,213,9918947,1209,59969,73,8313,3908,43717,6633,29,31
Ballabh,1,7985,14,2,0,4,3,62,11,2,0
Tanzania at the 2004 Summer Paralympics,2,5402,161,156,3,8,7,151,26,7,0
Jeff Carlson (author),4,29474,31,21,32,115,58,1374,222,6,3
Egwale Seyon,8,34182,112,82,0,97,51,2537,434,5,3
Mexican Armed Forces,21,973216,275,693,21,1240,593,20571,3194,25,9
2013–14 Republika Srpska Cup,0,6171,49,9,11,19,11,557,92,6,1
Olga Sapphire,4,9243,95,65,46,90,23,9390,1507,14,3
Rian Johnson,36,8682020,433,831,100,1344,690,8117,1340,12,4
Ringstraße,41,107733,2,105,0,1,1,6778,1070,8,0
Vero Boquete,27,9350,1,14,0,2,1,6824,1134,10,0
Scandinavian Mountains,66,638351,303,364,76,609,279,15028,2358,16,20
Simalkha,0,7653,31,2,15,31,17,890,137,2,0
Chinese language,213,9918947,1209,59969,73,8313,3908,43717,6633,29,31
Viera High School,0,40589,58,58,25,232,133,1626,252,8,0
Madge Kennedy,18,151030,130,102,26,259,126,7185,1218,13,0
Tōkyō Yūshun,6,10599,224,22,32,159,61,2652,448,6,4
"Huntington, Indiana",36,219236,330,513,33,660,333,5997,1004,23,5
Pârâul lui Martin (Jijia),1,4364,19,8,7,19,15,181,33,2,1
Lake Moeris,28,205572,102,86,21,174,93,4050,693,6,10
Cassadee Pope,20,2556174,399,485,77,2069,837,6448,1135,27,7
James Walker Tufts,0,38841,21,14,7,62,34,2055,323,4,3
Geraldo Melo,3,4218,40,13,15,21,16,2022,332,2,0
I'm Gonna Getcha Good!,8,185441,170,108,71,538,186,6678,1172,14,3
Thal railway station,1,636,278,11,1,26,18,216,39,4,1
Pip Skid,1,16425,39,27,20,110,54,999,180,5,2
The Zephyr Song,14,282360,228,111,47,316,207,1330,222,11,1
Pontiac Montana,12,404813,125,162,8,947,305,6668,1121,8,4
Michael Shanks,38,2846860,113,239,31,927,507,5815,957,18,3
Wasatch Mountains,27,98814,1,137,0,2,2,11940,1913,9,0
María Nieves,5,76918,31,25,21,52,27,2968,526,4,1
Nika Kiladze,6,10830,19,11,3,52,40,307,55,3,1
Susan Small (canoeist),1,4012,10,6,2,11,8,202,40,2,0
Budd Coast,18,14018,20,70,4,39,28,532,90,2,1
"Charlestown, Saint Kitts and Nevis",32,396892,2,45,0,1,1,3156,526,3,0
Sotnia,8,89746,35,161,6,139,78,7097,1138,10,2
Bracho (surname),0,7029,18,3,0,1,1,66,12,1,0
Woodblock printing,23,1540419,249,912,62,1361,650,27942,4492,24,18
Dominic Scott,12,203301,38,41,5,161,118,1689,299,4,0
Paul Geroski,1,20963,36,18,20,58,40,2075,335,5,1
List of programs broadcast by Discovery Family,1,766048,729,667,26,2830,707,328,50,28,6
Wasatch Mountains,27,98814,1,137,0,2,2,11940,1913,9,0
María Nieves,5,76918,31,25,21,52,27,2968,526,4,1
Jesus Is King,18,3121213,428,547,421,2954,798,42418,7142,25,43
Barney Hoskyns,3,76400,54,179,33,80,59,2745,461,7,0
Sistine Chapel,77,6156927,921,1969,83,3193,1665,23854,3992,23,15
Neopalpa neonata,7,5256,33,11,9,15,12,287,49,2,0
Jaguar Cars,67,7821649,844,2123,101,3115,1347,28807,4771,31,17
Harry Swayne,2,45370,230,227,14,99,72,425,75,2,0
Del Moore,6,158620,62,38,25,112,77,1634,287,6,0
South Oxfordshire,19,135417,334,566,34,181,113,5551,890,12,5
Techno-Cracked,1,18212,49,36,2,53,45,906,156,5,0
David Hume (footballer),0,4757,10,9,3,13,10,153,27,3,0
Revision (demoparty),2,30458,58,41,10,33,25,497,84,4,0
Noah Cyrus,44,12018082,115,693,68,4830,2048,8382,1428,19,26
Jesse Douglas,34,79396,123,115,34,149,115,1324,220,8,0
Grimma,47,76324,127,235,26,141,96,2016,339,11,1
Alí Primera,13,64998,41,31,27,111,79,5750,958,7,1
List of programs broadcast by Discovery Family,1,766048,729,667,26,2830,707,328,50,28,6
Timandrini,0,5551,28,13,9,12,10,137,25,3,1
Mark Porter (racing driver),4,123798,49,67,3,135,81,2763,477,7,3
Area codes 508 and 774,2,620272,48,44,4,239,124,1913,316,6,6
Calvinism,86,7901863,1381,8264,130,4799,2098,47822,7404,41,53
Leopold Spinner,4,15489,41,20,25,119,49,4056,642,7,0
Dhaniwari,0,4946,196,175,8,12,8,287,49,3,0
Suvarna Sahakari Bank,6,17348,92,9,69,58,37,6256,1022,8,1
Néstor Mario Rapanelli,3,3899,12,5,6,14,8,211,37,2,0
Matthew Burrow Farr,0,3782,27,12,0,11,5,2369,398,2,2
Noah Cyrus,44,12018082,115,693,68,4830,2048,8382,1428,19,26
Jesse Douglas,34,79396,123,115,34,149,115,1324,220,8,0
Grimma,47,76324,127,235,26,141,96,2016,339,11,1
Alí Primera,13,64998,41,31,27,111,79,5750,958,7,1
"Jussy, Aisne",42,12026,840,816,13,68,38,113,16,4,0
AeroAndina MXP-158 Embera,3,10030,32,15,2,19,13,796,117,4,2
Getty Center Tram,1,42971,191,130,10,29,15,1168,185,7,2
Harriet Cooper Lane House,0,5656,12,2,2,33,21,1672,257,5,0
BI Norwegian Business School,13,233151,204,366,46,489,217,4537,691,16,7
"Strzałki, Gostynin County",6,6141,93,81,4,13,10,247,38,2,1
Rubin Carter,27,4769879,132,280,72,3661,1805,20494,3374,15,11
Benjamin Kogo,15,12981,37,45,10,63,44,691,124,3,1
Brett Yasko,0,4038,42,6,21,14,10,2571,411,5,1
"Doge's Palace, Venice",54,261402,2,197,0,1,1,14072,2354,24,0
Tracker (comics),0,13658,7,8,2,20,15,6841,1210,13,0
Socialist Review,3,48508,47,144,13,92,64,2605,442,8,2
2001 IBF World Championships – Men's doubles,1,2637,171,60,1,33,19,226,38,8,3
Overseas Filipino Worker,2,348592,80,472,23,189,55,9007,1358,20,5
"Spaulding, California",15,14180,90,60,10,43,30,2877,478,6,4
Chemy,35,18220,687,663,11,49,33,93,13,4,0
Grünauer BC,2,5493,19,8,2,31,18,2046,327,5,2
Mohammad-Reza Lotfi,12,81284,71,42,18,142,91,3364,546,7,2
Boccia at the 2012 Summer Paralympics – Individual BC2,2,5039,61,25,2,38,11,212,36,9,1
Marco Donadel,28,129775,74,129,22,252,155,3142,548,14,1
Merseyside derby,31,1313356,727,649,112,2323,940,33436,5654,23,6
Clionella subcontracta,5,5479,33,7,8,33,27,1005,170,4,0
"Vox Populi, Vox Dei",1,633301,25,14,1,61,40,1590,274,3,1
HL Tauri,14,96771,432,172,33,115,56,2890,487,5,1
Minor scale,21,2947861,194,672,5,1099,544,7709,1368,19,12
HMCS Chignecto (MCB 160),0,5417,64,31,0,15,9,2248,380,7,0
2001 IBF World Championships – Men's doubles,1,2637,171,60,1,33,19,226,38,8,3
Overseas Filipino Worker,2,348592,80,472,23,189,55,9007,1358,20,5
"Spaulding, California",15,14180,90,60,10,43,30,2877,478,6,4
Chemy,35,18220,687,663,11,49,33,93,13,4,0
Karlheinz Stockhausen,52,1523686,757,1585,136,2364,661,45927,7101,34,8
Aristote Lusinga,2,16932,28,11,12,73,45,1604,285,6,0
"Troy, Michigan",44,769598,552,1029,59,1579,727,14102,2371,29,9
Tang-e Anar-e Vosta,4,4846,154,130,7,6,5,296,45,2,0
Rene the Cane,6,19434,30,16,2,16,9,251,40,4,3
Vizbegovo,9,9915,38,9,5,24,18,376,56,4,0
Priem,1,4803,8,1,0,5,4,60,10,2,0
Steve MacIsaac,0,11002,21,16,20,44,28,2005,326,3,1
Hayabusa (wrestler),9,556734,408,309,172,911,325,34296,5790,21,4
Haplochromis,23,69859,424,246,16,119,68,5188,821,9,13
Gros-de-Vaud (district),24,1601,1,3,0,1,1,2350,393,8,0
Unix shell,32,1272222,177,606,17,776,435,5981,930,9,11
Allium koenigianum,8,5561,38,6,14,12,6,229,43,2,1
2017–18 Big Bash League season,2,463617,561,388,136,726,134,1182,198,68,2
Hypospermia,8,374543,112,76,76,252,62,14790,2265,25,3
Pieter de Grebber,14,43753,50,88,14,56,34,2668,438,5,2
HMCS Chignecto (MCB 160),0,5417,64,31,0,15,9,2248,380,7,0
List of Burgos CF seasons,0,5597,138,30,3,34,4,224,40,5,0
Fan (person),41,1096412,403,1474,69,1608,975,27954,4537,31,23
Buona Vista MRT station,9,59641,105,109,20,517,212,2504,415,9,4
Dental fillings,33,47646,1,42,0,5,4,20231,3099,22,0
Princess Dorothea Wilhelmine of Saxe-Zeitz,16,2287,28,8,7,38,26,1040,165,5,2
Deaths in August 2016,14,232074,1374,445,572,387,122,176,30,35,1
"Camp Hill, Glenn Springs, South Carolina",0,7303,80,6,8,24,18,629,103,2,0
G. G. Ponnambalam,4,77344,455,429,43,168,87,6724,1046,8,3
Pa Togan Sangma,1,50953,14,8,13,52,33,1066,185,3,0
World Phenomenology Institute,1,13251,23,16,9,13,10,283,38,3,1
Vandhal Sridevi,2,34289,22,16,8,78,51,747,125,8,0
Pascale Vandegeerde,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
List of ICD-9 codes,14,1599044,21,4210,5,279,126,118,17,3,1
Talia al Ghul,15,3752613,541,710,24,2097,981,25468,4411,34,10
Christoph Watrin,5,248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Solubility chart,9,1082121,578,82,19,385,151,840,121,4,1
Barack Obama 2012 presidential campaign,2,293534,812,845,113,966,398,12740,2031,21,14
